"x","y","marks"
1185,2478,"1"
1185,1135,"2"
1185,6019,"1"
1185,2998,"4"
1185,2185,"1"
1185,71,"1"
1186,4492,"0"
1186,5966,"1"
1186,3348,"3"
1186,2368,"1"
1186,3907,"1"
1186,4126,"4"
1186,4761,"2"
1186,1495,"2"
1186,4236,"1"
1186,991,"2"
1187,4989,"2"
1187,3569,"1"
1187,4503,"1"
1187,2546,"0"
1187,3796,"1"
1187,2794,"1"
1187,2507,"1"
1188,1189,"2"
1188,3147,"4"
1188,3375,"1"
1188,4206,"1"
1188,3711,"0"
1188,1695,"0"
1188,2615,"1"
1188,5805,"1"
1188,4477,"0"
1189,1676,"4"
1189,3420,"1"
1189,4397,"1"
1189,5128,"4"
1189,6388,"1"
1189,3588,"0"
1189,1424,"2"
1189,1405,"2"
1189,5868,"1"
1190,4041,"1"
1190,434,"1"
1190,902,"2"
1190,6159,"3"
1190,5524,"4"
1190,2003,"4"
1190,1990,"4"
1190,5033,"4"
1190,5578,"1"
1190,3637,"0"
1190,2447,"4"
1190,4252,"3"
1191,4529,"1"
1191,877,"1"
1191,6348,"1"
1191,5425,"1"
1191,4957,"2"
1191,840,"1"
1191,1770,"1"
1191,5691,"3"
1192,2952,"1"
1192,4288,"4"
1192,3324,"3"
1192,3465,"1"
1192,3072,"1"
1192,5710,"1"
1192,2406,"1"
1193,1051,"2"
1193,5076,"1"
1193,805,"1"
1193,5181,"4"
1193,1754,"1"
1193,287,"1"
1193,3841,"1"
1194,5257,"1"
1194,715,"1"
1194,1267,"2"
1194,1975,"1"
1194,2974,"1"
1194,3737,"1"
1194,5758,"1"
1194,1108,"2"
1194,4561,"1"
1194,6299,"2"
1194,1089,"2"
1194,1800,"1"
1194,3490,"1"
1195,2429,"1"
1195,7122,"1"
1195,956,"2"
1195,5397,"1"
1195,6088,"1"
1195,3018,"4"
1195,2635,"1"
1196,1732,"4"
1196,630,"1"
1196,1066,"2"
1196,3041,"4"
1196,6043,"1"
1196,4977,"4"
1197,5000,"1"
1197,5982,"1"
1197,4601,"1"
1197,5493,"0"
1197,2813,"0"
1197,3924,"1"
1197,5459,"1"
1197,5665,"3"
1197,3130,"1"
1198,2261,"1"
1198,5933,"1"
1198,2599,"1"
1198,2037,"1"
1198,5621,"4"
1198,2583,"1"
1198,349,"1"
1198,5549,"0"
1199,6078,"1"
1199,1952,"3"
1199,5280,"0"
1199,5096,"1"
1199,4541,"0"
1199,3727,"1"
1199,6366,"1"
1199,6409,"1"
1200,2488,"1"
1200,4667,"1"
1200,1574,"1"
1200,5811,"1"
1200,6235,"1"
1200,4221,"1"
1200,1359,"1"
1200,1125,"2"
1200,5791,"4"
1200,6528,"1"
1200,3887,"1"
1200,744,"1"
1200,3752,"0"
1201,1622,"1"
1201,2533,"1"
1201,6658,"1"
1201,2153,"1"
1201,6246,"2"
1201,4314,"1"
1201,2068,"1"
1201,378,"1"
1202,1472,"2"
1202,5721,"4"
1202,1524,"2"
1202,5305,"1"
1202,3194,"4"
1202,1312,"2"
1202,6024,"0"
1202,6443,"1"
1202,2679,"0"
1202,4351,"1"
1202,1383,"2"
1202,5210,"0"
1202,3992,"1"
1202,467,"1"
1202,2393,"3"
1203,1333,"2"
1203,5593,"1"
1203,1747,"1"
1203,4854,"1"
1203,4512,"1"
1203,3802,"1"
1203,4872,"1"
1203,5113,"4"
1203,2336,"4"
1204,2230,"1"
1204,4232,"1"
1204,3391,"3"
1204,6184,"3"
1204,1448,"2"
1204,5699,"1"
1204,3782,"1"
1204,40,"1"
1204,4183,"2"
1204,3906,"1"
1205,5823,"1"
1205,6129,"2"
1205,5013,"0"
1205,2569,"0"
1205,3358,"1"
1205,1493,"2"
1205,3245,"1"
1205,4438,"0"
1206,5051,"0"
1206,2111,"0"
1206,1031,"2"
1206,1144,"2"
1206,6156,"2"
1206,5908,"1"
1206,6678,"3"
1207,5032,"0"
1207,1835,"1"
1207,4017,"0"
1207,3412,"1"
1207,2929,"4"
1207,3288,"1"
1207,2965,"4"
1207,5637,"1"
1207,3178,"0"
1208,2435,"1"
1208,5841,"1"
1208,3557,"1"
1208,5134,"4"
1208,1230,"2"
1208,5994,"4"
1208,5451,"1"
1208,4961,"4"
1208,2554,"3"
1208,5962,"1"
1208,6873,"4"
1208,5893,"1"
1209,6065,"3"
1209,5379,"1"
1209,5359,"4"
1209,6327,"2"
1209,5528,"1"
1209,5514,"1"
1209,5571,"1"
1209,4378,"1"
1209,2513,"1"
1210,4463,"0"
1210,552,"1"
1210,932,"2"
1210,3852,"1"
1210,422,"1"
1210,1004,"2"
1210,2352,"1"
1210,3439,"4"
1210,1292,"2"
1210,4624,"4"
1211,4722,"1"
1211,3604,"1"
1211,2416,"1"
1211,2471,"4"
1211,3333,"3"
1211,6354,"3"
1211,2609,"1"
1211,2738,"1"
1212,2449,"1"
1212,1678,"4"
1212,5800,"1"
1212,6591,"1"
1212,5487,"1"
1212,5441,"1"
1212,2085,"0"
1212,5335,"4"
1212,3710,"0"
1212,6265,"2"
1212,2494,"4"
1212,5656,"1"
1212,1983,"0"
1212,5857,"3"
1212,6460,"1"
1212,6091,"1"
1213,5418,"1"
1213,2527,"1"
1213,810,"4"
1213,3635,"1"
1213,5223,"4"
1213,2296,"4"
1213,6221,"3"
1213,2208,"3"
1214,4528,"1"
1214,4202,"2"
1214,1699,"1"
1214,1802,"1"
1214,580,"1"
1214,5245,"2"
1214,4942,"4"
1214,1752,"4"
1214,5073,"0"
1215,6037,"3"
1215,4651,"1"
1215,3126,"0"
1215,3820,"1"
1215,1608,"1"
1215,4593,"1"
1215,3479,"1"
1215,4567,"1"
1215,2047,"1"
1215,5179,"0"
1215,5263,"1"
1215,857,"1"
1216,1262,"2"
1216,1923,"1"
1216,690,"1"
1216,1114,"2"
1216,4338,"4"
1216,5982,"1"
1216,6166,"2"
1216,6506,"1"
1216,396,"1"
1217,2954,"0"
1217,1159,"2"
1217,6374,"3"
1217,2588,"1"
1217,3581,"0"
1217,1043,"2"
1217,6297,"2"
1217,5732,"1"
1218,1867,"4"
1218,1648,"1"
1218,2251,"1"
1218,3104,"1"
1218,3729,"1"
1218,5932,"0"
1218,2829,"2"
1219,4991,"0"
1219,2695,"4"
1219,3066,"1"
1219,3004,"4"
1219,3541,"1"
1219,5402,"1"
1219,5236,"1"
1219,1190,"2"
1219,5698,"1"
1219,4395,"0"
1219,6144,"2"
1219,910,"2"
1219,2653,"4"
1220,1397,"2"
1220,6855,"1"
1220,4496,"3"
1220,323,"0"
1220,4540,"0"
1220,2363,"1"
1221,2716,"4"
1221,818,"1"
1221,4478,"0"
1221,3151,"0"
1221,4968,"4"
1222,5285,"4"
1222,6281,"2"
1222,1818,"1"
1222,6399,"1"
1222,832,"1"
1222,3362,"1"
1222,4515,"4"
1222,1782,"1"
1222,5558,"4"
1222,6100,"1"
1222,3312,"4"
1223,6423,"4"
1223,6020,"1"
1223,5437,"1"
1224,5905,"3"
1224,2387,"3"
1224,5138,"1"
1224,527,"1"
1224,3742,"1"
1224,1481,"2"
1224,5201,"1"
1225,4420,"1"
1225,6570,"1"
1225,5773,"0"
1226,2226,"1"
1226,5879,"3"
1226,5622,"3"
1226,2093,"0"
1226,5671,"3"
1226,3760,"1"
1227,4057,"1"
1227,3215,"4"
1227,428,"4"
1227,2913,"1"
1227,3393,"1"
1227,2144,"4"
1228,5530,"1"
1228,5603,"0"
1228,3713,"1"
1228,4762,"1"
1228,5646,"1"
1228,3269,"1"
1228,3568,"1"
1228,4774,"1"
1228,2069,"1"
1229,5473,"4"
1229,5710,"1"
1229,5267,"1"
1229,5307,"4"
1229,4666,"1"
1229,1026,"2"
1229,2750,"4"
1230,3336,"0"
1230,3623,"0"
1230,6838,"3"
1230,1345,"2"
1230,3780,"1"
1230,954,"2"
1230,3119,"1"
1230,1505,"2"
1230,6237,"2"
1231,4535,"1"
1231,3412,"1"
1231,5225,"1"
1231,6529,"1"
1231,6174,"2"
1231,6442,"1"
1231,1537,"2"
1231,802,"1"
1231,4715,"4"
1231,3926,"1"
1232,5832,"1"
1232,1924,"4"
1232,6056,"3"
1232,2026,"4"
1232,2192,"1"
1232,1896,"4"
1232,2042,"1"
1233,1708,"0"
1233,2807,"1"
1233,4643,"4"
1233,4447,"4"
1233,3844,"3"
1233,5804,"1"
1233,5496,"1"
1233,2550,"1"
1233,5162,"1"
1233,6920,"1"
1233,6471,"4"
1233,5967,"4"
1234,6342,"2"
1234,2634,"1"
1234,6667,"1"
1234,2462,"1"
1234,1379,"2"
1234,6148,"2"
1234,3027,"1"
1234,5414,"1"
1235,1100,"2"
1235,1977,"1"
1235,4459,"1"
1235,2173,"1"
1235,5733,"1"
1235,5943,"1"
1235,5038,"4"
1235,3457,"1"
1235,4518,"0"
1236,3087,"1"
1236,5983,"1"
1236,5854,"0"
1236,1485,"2"
1236,6490,"1"
1236,1802,"1"
1236,1309,"2"
1236,2603,"4"
1236,5002,"1"
1236,2439,"1"
1236,2787,"2"
1237,4170,"4"
1237,4593,"1"
1237,1752,"1"
1237,4626,"0"
1237,2517,"1"
1237,2304,"0"
1237,5755,"1"
1237,1442,"2"
1237,3377,"1"
1237,883,"2"
1238,4751,"4"
1238,5433,"0"
1238,2266,"1"
1238,5385,"1"
1238,1678,"1"
1238,3581,"0"
1238,4242,"4"
1239,4500,"0"
1239,5252,"1"
1239,1062,"2"
1239,558,"4"
1239,4737,"1"
1239,1151,"2"
1239,2489,"1"
1239,5362,"0"
1239,1241,"2"
1239,3357,"1"
1239,5685,"1"
1239,2245,"1"
1239,4150,"1"
1240,1562,"2"
1240,5291,"1"
1240,5120,"4"
1240,5330,"0"
1240,3547,"1"
1240,980,"2"
1240,2118,"4"
1240,6290,"2"
1240,3320,"1"
1240,1005,"2"
1240,1910,"4"
1240,2082,"4"
1241,509,"1"
1241,2411,"1"
1241,6320,"2"
1241,1616,"1"
1241,2850,"0"
1241,3478,"3"
1241,5073,"4"
1241,1419,"2"
1241,6369,"1"
1241,469,"1"
1241,6037,"3"
1242,5954,"4"
1242,5272,"1"
1242,1944,"4"
1242,1283,"2"
1242,3195,"0"
1242,6025,"0"
1242,4481,"0"
1242,6125,"2"
1242,541,"1"
1242,398,"1"
1243,2691,"0"
1243,3130,"1"
1243,4468,"1"
1243,2896,"1"
1244,5053,"1"
1244,2980,"4"
1244,4948,"1"
1244,1206,"2"
1244,3908,"1"
1245,1585,"1"
1245,5785,"3"
1245,2576,"1"
1245,1494,"2"
1245,5523,"4"
1245,3302,"0"
1245,3048,"1"
1245,6006,"1"
1245,3606,"1"
1246,5580,"1"
1246,1875,"1"
1246,5922,"0"
1246,3069,"4"
1246,6397,"1"
1246,1822,"1"
1246,436,"1"
1247,4884,"1"
1247,5219,"0"
1247,6089,"1"
1247,2916,"1"
1247,6839,"1"
1247,5711,"1"
1247,5095,"1"
1247,5695,"1"
1247,1466,"2"
1247,4923,"4"
1247,5449,"1"
1248,6503,"1"
1248,5556,"0"
1248,3676,"1"
1248,286,"0"
1249,3435,"3"
1249,2225,"0"
1249,4512,"0"
1249,4965,"1"
1249,2934,"1"
1249,3788,"4"
1249,4102,"1"
1249,348,"1"
1249,2156,"1"
1250,4547,"1"
1250,3763,"1"
1250,4606,"2"
1250,5151,"1"
1250,3721,"1"
1250,1723,"0"
1250,6314,"2"
1250,4371,"3"
1250,4660,"4"
1251,5802,"3"
1251,4902,"1"
1251,2750,"1"
1251,1780,"1"
1251,5676,"1"
1251,6441,"1"
1251,6618,"4"
1251,3399,"1"
1251,4445,"1"
1251,3656,"2"
1251,490,"1"
1251,3105,"0"
1252,2834,"0"
1252,2810,"0"
1252,26,"1"
1252,2554,"4"
1252,4687,"1"
1252,4767,"4"
1253,2565,"1"
1253,217,"1"
1253,4386,"3"
1253,2716,"1"
1253,2624,"4"
1253,2878,"0"
1253,792,"1"
1253,5364,"0"
1253,6342,"2"
1253,4495,"1"
1253,5424,"1"
1253,6263,"2"
1253,665,"1"
1253,2382,"1"
1254,6185,"2"
1254,4422,"1"
1254,6238,"2"
1254,4239,"1"
1254,2092,"4"
1254,1896,"1"
1254,5866,"1"
1254,5394,"1"
1255,3334,"0"
1255,5814,"3"
1255,4213,"1"
1255,5735,"4"
1255,2533,"0"
1255,1920,"1"
1255,6558,"1"
1255,4867,"1"
1256,5305,"3"
1256,2354,"1"
1256,2460,"1"
1256,5016,"1"
1256,1517,"2"
1256,1649,"1"
1256,6213,"2"
1256,1093,"2"
1257,305,"1"
1257,2184,"1"
1257,3588,"0"
1257,4070,"1"
1257,6420,"4"
1257,2111,"4"
1257,3566,"2"
1257,4254,"1"
1257,5239,"1"
1257,3005,"1"
1257,5791,"3"
1258,1334,"3"
1258,2429,"0"
1258,5610,"3"
1258,5323,"0"
1258,6542,"3"
1258,2036,"1"
1258,6054,"1"
1258,6383,"1"
1258,5515,"0"
1258,1025,"2"
1258,4790,"1"
1258,4465,"1"
1258,5085,"3"
1258,5262,"1"
1259,3843,"1"
1259,3452,"1"
1259,4742,"4"
1259,5043,"0"
1259,3924,"1"
1259,6451,"4"
1259,860,"1"
1259,1621,"1"
1259,1744,"0"
1259,5283,"3"
1260,964,"2"
1260,991,"2"
1260,5829,"1"
1260,2059,"0"
1260,3029,"1"
1260,5475,"0"
1260,3421,"3"
1261,1373,"2"
1261,3704,"4"
1261,4845,"1"
1261,5940,"1"
1261,2695,"4"
1261,3147,"1"
1261,5376,"1"
1261,5536,"4"
1261,3061,"4"
1262,5689,"3"
1262,6025,"1"
1262,3374,"0"
1262,4719,"1"
1262,1559,"2"
1262,5992,"1"
1262,5769,"3"
1262,5354,"1"
1262,1694,"0"
1262,5662,"1"
1262,5410,"0"
1262,3897,"1"
1262,4178,"1"
1263,2510,"1"
1263,3132,"1"
1263,5336,"0"
1263,2989,"0"
1263,2785,"4"
1263,752,"1"
1264,1497,"2"
1264,3088,"0"
1264,450,"1"
1264,2600,"1"
1264,6493,"4"
1264,3496,"4"
1264,6152,"2"
1264,1954,"4"
1264,5749,"4"
1264,2643,"0"
1264,2856,"1"
1265,5806,"3"
1265,6308,"2"
1265,5498,"0"
1265,1211,"2"
1265,2547,"0"
1265,3109,"0"
1265,6532,"1"
1266,4703,"1"
1266,2568,"1"
1266,4150,"1"
1266,1134,"2"
1266,836,"1"
1266,1190,"2"
1266,2948,"4"
1266,5910,"0"
1266,1110,"2"
1267,4118,"1"
1267,1826,"1"
1267,4503,"1"
1267,5708,"3"
1267,6586,"4"
1267,4480,"2"
1267,927,"2"
1267,1163,"2"
1267,3654,"1"
1268,3120,"0"
1268,2824,"4"
1268,189,"4"
1268,4271,"1"
1268,2022,"4"
1268,2119,"4"
1268,4098,"4"
1268,3742,"1"
1268,2208,"0"
1269,6374,"1"
1269,6108,"2"
1269,2891,"1"
1269,1999,"1"
1270,5966,"1"
1270,4399,"1"
1270,2963,"1"
1270,6402,"1"
1270,4939,"1"
1270,2239,"0"
1270,6360,"2"
1270,4527,"2"
1270,5455,"0"
1270,5087,"3"
1270,4880,"0"
1270,6128,"2"
1271,1890,"1"
1271,1289,"2"
1271,2462,"0"
1271,4974,"3"
1271,2668,"4"
1271,5062,"1"
1271,3180,"1"
1271,3071,"1"
1271,1235,"3"
1272,5557,"1"
1272,3682,"1"
1272,2407,"1"
1272,6514,"1"
1272,3396,"0"
1272,5223,"4"
1272,6669,"4"
1272,3358,"1"
1273,1715,"1"
1273,2438,"1"
1273,5109,"1"
1273,804,"1"
1273,1533,"3"
1273,2225,"1"
1273,1268,"2"
1273,1932,"1"
1273,1410,"2"
1273,5388,"1"
1274,4084,"1"
1274,5433,"1"
1274,2102,"3"
1274,4743,"1"
1274,4994,"1"
1274,5319,"1"
1274,2685,"1"
1274,5640,"1"
1274,3161,"1"
1274,6235,"3"
1275,1784,"1"
1275,3054,"4"
1275,6004,"1"
1275,975,"2"
1275,2806,"1"
1275,290,"1"
1275,2167,"1"
1276,6211,"2"
1276,4926,"1"
1276,4892,"0"
1276,317,"1"
1276,6466,"1"
1276,5610,"1"
1276,4955,"1"
1276,5849,"1"
1276,3965,"1"
1276,4678,"1"
1276,1910,"1"
1276,584,"1"
1276,6438,"1"
1276,4211,"4"
1276,2839,"1"
1276,1442,"2"
1277,4774,"4"
1277,5785,"3"
1277,1854,"1"
1277,5246,"4"
1277,3916,"2"
1277,2707,"1"
1278,644,"1"
1278,1491,"2"
1278,6250,"2"
1278,5524,"1"
1278,2750,"1"
1278,374,"1"
1278,4816,"1"
1278,5804,"0"
1279,3194,"4"
1279,170,"1"
1279,3598,"1"
1279,2257,"1"
1279,1314,"2"
1279,2085,"0"
1279,2977,"0"
1279,3041,"4"
1279,1424,"2"
1280,1688,"1"
1280,4439,"1"
1280,4863,"1"
1280,2362,"1"
1280,5827,"1"
1280,2474,"0"
1280,906,"2"
1280,6555,"1"
1280,1344,"2"
1280,1098,"2"
1280,5034,"3"
1280,5743,"1"
1281,1619,"1"
1281,5293,"3"
1281,2588,"0"
1281,2570,"1"
1281,1044,"2"
1281,2384,"1"
1281,5341,"4"
1281,6267,"2"
1281,3999,"1"
1281,1359,"2"
1282,4257,"1"
1282,4061,"1"
1282,5728,"1"
1282,5370,"1"
1282,5307,"1"
1282,5767,"0"
1282,6600,"1"
1283,872,"2"
1283,120,"1"
1283,3758,"1"
1283,4516,"4"
1283,4839,"1"
1283,2336,"1"
1283,4419,"0"
1283,4352,"1"
1283,5090,"1"
1283,3936,"2"
1283,6527,"4"
1283,3552,"1"
1283,5480,"1"
1283,4487,"2"
1283,4472,"1"
1283,5678,"1"
1283,3333,"0"
1283,2732,"1"
1284,6625,"4"
1284,5935,"1"
1284,3722,"4"
1284,6723,"1"
1284,6693,"4"
1284,6090,"2"
1284,1981,"4"
1285,4459,"1"
1285,6490,"4"
1285,1738,"1"
1285,5754,"4"
1285,5401,"4"
1285,6287,"2"
1285,3138,"0"
1285,4377,"3"
1285,2785,"1"
1286,2451,"4"
1286,3865,"1"
1286,5589,"3"
1286,5460,"1"
1286,2690,"3"
1287,2953,"1"
1287,201,"4"
1287,3688,"1"
1287,4908,"1"
1287,2118,"1"
1287,1385,"2"
1287,5897,"1"
1287,2525,"0"
1287,3117,"0"
1288,4115,"4"
1288,1949,"3"
1288,3100,"1"
1288,2894,"0"
1288,5166,"1"
1288,2018,"4"
1288,1479,"2"
1289,6019,"0"
1289,2555,"1"
1289,4660,"1"
1289,61,"1"
1289,2239,"4"
1289,2435,"1"
1289,1558,"3"
1290,6650,"4"
1290,2055,"0"
1290,1077,"2"
1290,1458,"2"
1290,4627,"1"
1290,6422,"1"
1290,5988,"1"
1290,1813,"1"
1290,1514,"2"
1290,6145,"2"
1290,4718,"1"
1290,3463,"4"
1290,6237,"2"
1291,1534,"2"
1291,6470,"1"
1291,965,"2"
1291,5419,"1"
1291,1014,"2"
1291,1289,"2"
1291,2135,"1"
1291,3207,"1"
1291,6207,"2"
1291,5060,"1"
1291,5078,"4"
1291,1709,"1"
1291,6049,"1"
1292,2925,"0"
1292,6116,"2"
1292,417,"1"
1292,6321,"2"
1292,2816,"1"
1292,5693,"0"
1292,1642,"4"
1293,1672,"1"
1293,4929,"1"
1293,1861,"1"
1293,6440,"1"
1293,6082,"2"
1293,2860,"1"
1294,2206,"1"
1294,5320,"1"
1294,2224,"4"
1294,4697,"1"
1294,3073,"1"
1294,4528,"1"
1294,5443,"4"
1294,1881,"4"
1294,6747,"1"
1294,4730,"1"
1295,4746,"4"
1295,4946,"1"
1295,4232,"1"
1295,2835,"1"
1295,5257,"1"
1295,6348,"2"
1295,5810,"4"
1295,6407,"1"
1295,5019,"3"
1295,1358,"2"
1295,4081,"2"
1296,6133,"2"
1296,338,"1"
1296,1403,"2"
1296,5778,"0"
1296,5236,"4"
1296,2423,"4"
1296,5282,"4"
1296,5140,"1"
1297,3380,"1"
1297,5531,"0"
1297,3000,"0"
1297,901,"2"
1297,5210,"1"
1297,5711,"1"
1297,6506,"1"
1297,3658,"1"
1298,2082,"1"
1298,2033,"1"
1298,172,"4"
1298,2966,"4"
1298,5067,"1"
1298,4033,"1"
1298,1693,"1"
1298,2942,"1"
1298,5353,"1"
1298,2668,"4"
1298,2181,"1"
1298,5627,"1"
1298,2707,"3"
1299,3311,"0"
1299,5103,"1"
1299,4766,"1"
1299,6383,"1"
1299,3913,"4"
1299,4821,"1"
1299,2599,"1"
1299,4964,"0"
1300,260,"1"
1300,4580,"1"
1300,4979,"0"
1300,5562,"3"
1300,2639,"1"
1300,2279,"0"
1300,6169,"2"
1300,4423,"0"
1300,3715,"4"
1300,5759,"1"
1301,2575,"1"
1301,4403,"1"
1301,1413,"2"
1301,5408,"1"
1301,3039,"0"
1301,5507,"4"
1301,285,"1"
1301,2688,"3"
1301,6068,"1"
1301,5962,"1"
1301,6634,"4"
1301,2450,"1"
1301,5177,"1"
1301,3987,"1"
1301,835,"1"
1302,5735,"0"
1302,2405,"3"
1302,4491,"1"
1302,4444,"0"
1302,6444,"1"
1302,3622,"1"
1302,4805,"4"
1303,1494,"2"
1303,5851,"1"
1303,2073,"4"
1303,4383,"1"
1303,4015,"2"
1303,2382,"1"
1304,988,"2"
1304,1175,"2"
1304,4506,"4"
1304,4560,"1"
1304,3696,"4"
1304,2367,"1"
1304,3595,"1"
1305,4311,"1"
1305,4356,"4"
1305,6583,"1"
1305,5670,"1"
1305,6296,"2"
1305,2983,"1"
1305,4840,"1"
1305,2100,"1"
1305,1138,"2"
1305,6610,"1"
1305,1256,"2"
1306,1958,"1"
1306,6675,"1"
1306,1935,"3"
1306,1333,"2"
1306,6221,"2"
1306,6147,"2"
1306,4471,"1"
1307,4598,"1"
1307,4274,"3"
1307,5488,"1"
1307,1829,"4"
1307,1848,"0"
1307,5433,"3"
1307,4115,"0"
1307,3734,"1"
1307,4094,"1"
1308,2777,"1"
1308,5328,"1"
1308,5824,"1"
1308,2422,"3"
1308,3228,"1"
1308,2799,"1"
1308,5252,"1"
1308,6425,"1"
1308,4538,"4"
1309,1611,"1"
1309,3956,"3"
1309,2064,"1"
1309,2257,"4"
1309,3181,"1"
1309,950,"2"
1309,1727,"1"
1309,6487,"1"
1309,2739,"4"
1309,1305,"2"
1309,3774,"1"
1309,4981,"1"
1310,6000,"0"
1310,5464,"1"
1310,6244,"3"
1310,5419,"3"
1310,4917,"1"
1310,76,"1"
1310,5188,"1"
1310,4640,"4"
1310,5692,"1"
1310,1527,"2"
1311,5611,"0"
1311,2434,"1"
1311,1232,"2"
1311,1104,"2"
1311,1914,"1"
1311,6461,"1"
1311,4335,"4"
1311,925,"2"
1312,6313,"2"
1312,2237,"1"
1312,3934,"1"
1312,2593,"1"
1312,41,"0"
1312,2917,"0"
1312,3342,"4"
1312,1028,"2"
1312,5978,"1"
1312,4723,"1"
1312,5747,"1"
1313,6195,"1"
1313,5349,"1"
1313,4941,"1"
1313,5079,"3"
1313,3362,"0"
1313,1427,"2"
1313,4767,"1"
1313,3972,"3"
1313,1204,"3"
1314,6091,"2"
1314,1472,"2"
1314,1665,"4"
1314,3409,"4"
1314,6402,"1"
1314,1283,"2"
1314,1790,"1"
1314,2045,"1"
1314,211,"4"
1315,895,"2"
1315,4785,"1"
1315,1573,"2"
1315,3390,"4"
1315,5119,"1"
1315,6032,"1"
1315,5165,"1"
1316,5304,"1"
1316,4927,"1"
1316,6016,"1"
1316,3198,"0"
1316,5052,"3"
1316,2677,"0"
1316,1452,"2"
1316,1699,"1"
1316,6655,"4"
1317,3475,"0"
1317,2948,"1"
1317,2197,"1"
1317,5131,"1"
1317,6277,"3"
1317,384,"1"
1317,878,"2"
1317,4240,"1"
1317,1867,"1"
1317,5440,"1"
1318,5777,"0"
1318,4879,"4"
1318,5374,"1"
1318,6441,"1"
1318,5639,"0"
1318,5951,"0"
1318,6521,"1"
1319,3289,"3"
1319,245,"1"
1319,2847,"4"
1319,1358,"2"
1319,1060,"2"
1319,3760,"4"
1320,3717,"1"
1320,414,"1"
1320,4408,"1"
1320,2900,"1"
1320,6450,"1"
1320,2538,"1"
1321,2002,"4"
1321,3639,"1"
1321,5105,"1"
1321,3055,"1"
1321,6116,"2"
1321,4817,"1"
1321,4421,"1"
1321,5269,"1"
1322,5030,"1"
1322,5399,"1"
1322,5230,"3"
1322,361,"1"
1322,2171,"1"
1322,2881,"1"
1322,6636,"4"
1322,6062,"1"
1322,2095,"4"
1322,2452,"1"
1322,3145,"1"
1323,2119,"1"
1323,2279,"0"
1323,5847,"0"
1323,6138,"2"
1323,2214,"4"
1323,6422,"1"
1323,2696,"1"
1323,1546,"2"
1324,5584,"0"
1324,1496,"2"
1324,4489,"0"
1324,5902,"1"
1324,3238,"1"
1324,3492,"4"
1324,5214,"3"
1324,4146,"1"
1324,6477,"1"
1324,2076,"1"
1324,3101,"1"
1325,2420,"3"
1325,4985,"1"
1325,6318,"2"
1325,5512,"3"
1325,4102,"1"
1325,3992,"1"
1325,2586,"1"
1325,1849,"1"
1325,4441,"1"
1325,5698,"1"
1325,2822,"1"
1325,2794,"1"
1326,6691,"1"
1326,2770,"1"
1326,3968,"3"
1326,5669,"1"
1326,4926,"0"
1326,4036,"1"
1326,4964,"0"
1326,2391,"0"
1326,4269,"1"
1326,1978,"4"
1326,4386,"0"
1327,300,"1"
1327,5681,"1"
1327,2934,"1"
1327,1893,"1"
1328,6211,"2"
1328,4940,"4"
1328,5985,"1"
1328,930,"2"
1328,4529,"1"
1328,2035,"4"
1328,3918,"2"
1329,5005,"0"
1329,3746,"1"
1329,1166,"3"
1329,3324,"1"
1329,824,"1"
1329,4745,"1"
1329,1610,"1"
1329,1745,"3"
1329,969,"2"
1329,3453,"1"
1329,6032,"1"
1330,5538,"0"
1330,6237,"2"
1330,2524,"1"
1330,1395,"2"
1330,3211,"1"
1330,4467,"4"
1330,2347,"0"
1330,4901,"1"
1330,6564,"1"
1330,2304,"1"
1330,5730,"1"
1330,1808,"4"
1330,860,"2"
1331,5659,"1"
1331,5322,"2"
1331,3891,"1"
1331,6364,"2"
1331,2252,"4"
1331,6498,"1"
1331,1929,"3"
1331,5123,"1"
1332,393,"1"
1332,5456,"1"
1332,5431,"0"
1332,6671,"1"
1333,4293,"1"
1333,5613,"1"
1333,6180,"2"
1333,6255,"3"
1333,2710,"0"
1334,3364,"1"
1334,4724,"1"
1334,3521,"1"
1334,6343,"2"
1334,1299,"2"
1334,885,"2"
1334,1323,"2"
1334,5074,"1"
1334,6379,"1"
1335,5201,"3"
1335,4071,"1"
1335,5488,"0"
1335,2857,"0"
1335,1518,"2"
1336,1113,"2"
1336,1772,"3"
1336,4120,"4"
1336,2567,"3"
1336,6402,"0"
1336,1960,"4"
1336,2998,"1"
1336,5941,"1"
1336,5222,"1"
1336,2630,"1"
1337,3226,"4"
1337,1792,"1"
1337,6155,"3"
1337,4256,"1"
1337,3954,"1"
1337,5788,"0"
1337,5155,"1"
1338,4761,"0"
1338,2959,"1"
1338,2519,"1"
1338,5474,"1"
1338,3411,"0"
1338,5643,"1"
1339,2149,"1"
1339,1840,"1"
1339,4801,"1"
1339,2551,"0"
1339,5568,"1"
1339,3078,"1"
1339,6096,"2"
1339,266,"1"
1339,1273,"2"
1339,2231,"4"
1339,6004,"1"
1339,6305,"2"
1339,5338,"1"
1339,5139,"2"
1340,3712,"1"
1340,4500,"1"
1340,4936,"1"
1340,3036,"1"
1340,6487,"4"
1340,793,"1"
1340,3188,"1"
1340,2746,"1"
1341,1468,"2"
1341,2270,"4"
1341,1584,"1"
1341,6453,"1"
1341,3113,"1"
1341,5173,"3"
1341,1557,"2"
1341,2460,"3"
1341,6082,"2"
1341,3430,"1"
1342,6720,"1"
1342,1711,"1"
1342,4098,"1"
1342,5290,"1"
1342,917,"2"
1342,2485,"1"
1342,4414,"0"
1342,1690,"1"
